todos.count,photo,firstName,followers.count,lastName,lastUpdate,contact.facebook,contact.phone,homeCity,type,friends.count,key,gender,mayorships.count,contact.email,contact.twitter
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/MRUD55QH50H51DJT.jpg,Tonic Music,253,,2011-03-16T18:35:34,,,"London, UK",brand,253,2041908,none,0,,tonicmusic
10,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/SVBWLK0GGCFS4YA5.jpg,Huasonic,1554,,2011-03-16T07:06:03,573322650,,"Providencia, Santiago",celebrity,104,206843,male,1,,huasonic
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/HDUGCVTREGVZUWT3.gif,fyeguy,4156,,2011-03-16T15:43:42,,,"Albany, New York",brand,4156,2068754,male,0,,fyeguy
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/2XRMJAKV1ETX5GXB.png,Oregon Duck,4493,,2011-03-16T16:46:22,,,"Eugene, OR",brand,4493,2070299,male,0,,
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4HQ3MCDQ2TMOQSZX.jpg,Eric,3546,S.,2011-03-16T09:13:16,,,Singapore,celebrity,1006,2075449,male,3,,
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/HKLFYOM4QIYG0DWI.png,Standard Hotels,12706,,2011-03-16T19:07:43,,,"New York, Miami, Downtown LA, Hollywood",brand,12706,2089643,none,0,,
5,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/FL2ALKPMWZGXZPMR.jpg,Kate,722,Z.,2011-03-15T07:45:44,,,"Chicago, IL",celebrity,417,208995,female,10,,krzimmer
58,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/209_1254267717185.jpg,harryh,712,,2011-03-14T10:13:45,4809386,,"New York, NY",celebrity,294,209,male,0,,harryh
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/D2KAXIPPFZEF3KAR.jpg,Baltimore Maryland,1557,,2011-03-16T17:07:10,,,"Baltimore, MD",brand,1557,2092705,none,0,,baltimoremd
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/A5LZLHR1YLM5H4PI.jpg,Drury University,5850,,2011-03-16T16:21:48,,,"Springfield, MO",brand,5850,2094395,female,0,,druryuniversity
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/PIVQ2NHZEZCK3CSK.jpg,Simon,1063,v.,2011-03-14T13:03:38,,,New York,celebrity,578,2096588,male,1,,simonvankempen
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/PIKIZPDVVIEH1BD1.jpg,Jon,1192,C.,2011-03-14T03:07:00,,,"Richmond, VA",celebrity,106,2109149,male,33,,
0,http://foursquare.com/img/blank_girl.png,Jones Magazine,4734,,2011-03-16T19:05:28,,,"New York, NY",brand,4734,2109233,female,0,,jonesmag
29,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/UJAZUYBAXFYTQ3BE.png,Fred Beegle,1076,,2011-03-16T16:49:58,1681913499,,"Brooklyn, NY",brand,1076,2109784,male,0,,mybeegle
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/NRZB4FZH5XEWF4L5.jpg,Catawba County,2449,,2011-03-16T18:35:02,,,"Newton, NC",brand,2449,2111540,none,0,,catawbacounty
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/I4RQRDZYMIVFDFA2.jpg,Leo,1158,L.,2011-03-14T13:02:31,,,"Miguel Hidalgo, Distrito Federal",celebrity,70,211342,male,4,,dotmotion
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/45GMBLEIO2HCJQAG.gif,SFGate,8847,,2011-03-16T15:32:51,,,"San Francisco, CA",brand,8847,211360,none,0,,sfgate
48,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/2124_1254144784472.jpg,Brady,621,F.,2011-03-11T04:06:00,614995769,,"Seattle, WA",celebrity,424,2124,male,2,,brady
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/USLJ0GR14UI5HOA3.jpg,Tim,9557,O.,2011-03-16T15:33:14,544591116,,"Dearborn, MI",celebrity,63,21333,male,0,,timoreilly
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4BSEYGHH4WRSGXBS.jpg,Fahira,1941,F.,2011-03-15T07:47:25,100001934247845,,"Jakarta Capital Region, Jakarta Capital Regi",celebrity,136,2137063,female,2,,fahiraidris
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/05THCKJTFADGKUOR.png,@NetUpNOW,1702,,2011-03-15T14:04:47,501488491,,"Miami, fl",celebrity,152,214720,male,34,,stevegogreen
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/YKY4XMCFIXJYUEHY.png,Celebrating You,1313,,2011-03-16T07:12:27,100001453880259,,"Denver, CO",celebrity,722,2156039,none,137,,celebrating_you
51,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/_1233873365.jpg,Michael,70,G.,2011-03-11T03:56:34,8102337,,"New York, NY",celebrity,350,216,male,7,,msg
17,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/UQKB13GRJR2W1QWZ.jpg,Jérémy,973,D.,2011-03-16T07:18:40,551174746,,"Paris, France",celebrity,105,217090,male,0,,jeremydumont
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/TZFKMDC1LMCGOEDJ.jpg,Jason,1996,M.,2011-03-15T22:34:49,1346747704,,"Springfield, MO",celebrity,118,217211,male,40,,smbusinesses
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/USWFUCBWJDUR2NSQ.jpg,TommyUp,1096,P.,2011-03-16T07:15:41,641951001,,"Philadelphia, PA",celebrity,142,21730,male,0,,
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4WRXE0OHFLYXTAPY.jpg,Alex,2702,M.,2011-03-16T09:14:22,688584038,,"New York, NY",celebrity,102,2173070,female,1,,mccordalex
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/SFFEOYPVKFM40K1Z.jpg,HackDogZoe,1075,,2011-03-14T15:27:19,,,"Butler, PA",celebrity,133,2180245,male,27,,
3,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/TQCMNCBTZROVVBPG.jpg,Alexandre,1659,I.,2011-03-15T09:30:11,514066987,,"São Paulo, SP",celebrity,106,218295,male,10,,
4,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/JOBIUBXPW4QMBAVM.jpg,Janae,984,J.,2011-03-14T15:31:08,1360244136,,"Scottsdale, Arizona",celebrity,111,218614,none,6,,janaej
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/PCHQHH2U502YU0LB.jpg,PHOENIX Magazine,2046,,2011-03-16T16:28:24,,,"Scottsdale, AZ",brand,2046,2195860,none,0,,phoenixmagazine
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/3L1Y1EARTKZ3EVXA.jpg,Northstar-at-Tahoe Resort,2431,,2011-03-16T19:09:18,,,"Truckee, CA",brand,2431,2198695,none,0,,northstartahoe
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4PXG43VNC05YOTXT.png,Four Seasons,3013,,2011-03-16T19:07:30,,,"Toronto, Ontario",brand,3013,2199283,female,0,,fourseasons
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/32DAGNJJWOGPPIC0.png,ChatSq.com NYC,1148,-.,2011-03-15T14:08:29,,,"New York, NY",celebrity,112,2210529,female,0,,chatsq
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/LZ55RFC5FG43BHU4.jpg,Samsung,1497,E.,2011-03-16T07:06:04,100001372881744,,"New York, NY",celebrity,101,2211897,none,0,,samsungexpnyc
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/45BGKSJSZVUKR2GB.jpg,Diecutstickers.com,995,,2011-03-15T14:07:52,,,"Seattle, WA",celebrity,143,2211945,none,5,,diecutstickers
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/K2SFYF2XR23VVNCD.jpg,ToryBurch,2061,,2011-03-16T16:28:16,,,"New York, NY",brand,2061,2213075,female,0,,toryburch
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/34Q4VPYIBIIW2BTB.jpg,Johns Hopkins University,1885,,2011-03-16T16:41:13,,,"Baltimore, MD",brand,1885,2213903,male,0,,johnshopkins
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/2CWXA120VCMDAJX4.jpg,BerryIndo,5773,,2011-03-16T09:12:01,100000393232133,,"Medan, Indonesia",celebrity,99,2223266,male,13,,berryindo
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/HHPYK2VTUH1KMOSK.gif,Medan,1348,,2011-03-16T07:12:03,,,"Medan, North Sumatra",celebrity,103,2224031,female,16,,medan
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/LVED4J4B2U4N0XJY.jpg,Northern Illinois University,4589,,2011-03-16T16:46:15,,,"DeKalb, IL",brand,4589,2234652,female,0,,niulive
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/I0QQEC3PGOSQKCMW.jpg,casey,2752,h.,2011-03-16T09:14:15,1442254004,,"Napoleon, MI",celebrity,111,2259647,male,10,,
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/0LEUHB2V2Z4NA3FU.gif,Grand Valley State University,3236,,2011-03-16T19:08:19,,,"Allendale, MI",brand,3236,226060,female,0,,gvsu
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/D5Y32XRU3ICHULYV.png,Hershey Harrisburg,5282,,2011-03-16T16:36:32,,,"Harrisburg, PA",brand,5282,2270881,female,0,,hhrvb
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/SJIO5U4TK2GBMI4I.jpg,Soundgarden,1438,,2011-03-15T14:08:20,,,"Seattle, WA",celebrity,101,2272566,male,0,,soundgarden
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/YAFZQHLUZSIRLJLX.jpg,Explore McAllen,1796,,2011-03-16T16:50:55,,,"McAllen, Texas",brand,1796,2273862,none,0,,exploremcallen
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/CTZ1LB53FBIGCOGE.jpg,Walgreens,33159,,2011-03-16T19:09:19,,,"Deerfield, IL",brand,33159,2276914,none,0,,walgreens
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/E33LEPNDHWGD3NZZ.gif,Chargers,5305,,2011-03-16T15:36:18,,,"San Diego, CA",brand,5305,2277218,male,0,,chargers
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/YOB2IBK3GKNSELLT.jpg,Johnny,1637,P.,2011-03-16T07:09:12,26501941,,"West Hollywood, CA",celebrity,131,2277712,male,2,,johncpacker
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/3GJHCJZXA0UPQPM2.jpg,Arthus,1335,M.,2011-03-16T07:12:10,,,"Fort Lauderdale, FL",celebrity,112,227883,male,67,,arthusandnico
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/XDURXE5VXKRZWL13.jpg,Nick,2282,M.,2011-03-16T07:05:00,,,"Philadelphia, PA",celebrity,132,2287141,male,0,,
95,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/KQLPFM4S5GA4GYMM.jpg,Kiyoshi,20911,K.,2011-03-16T15:32:51,100001603419808,,"所沢市, 日本",celebrity,841,2288071,male,56,,kkoba33
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/ESBTN0R35HXPQD1C.jpg,Motohiko,1217,T.,2011-03-13T09:48:57,638376412,,,celebrity,102,228899,male,18,,tokuriki
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/L2BHM2NJHYQPQRED.jpg,Igi,1448,F.,2011-03-16T07:10:16,100001524541878,,"Caracas, Venezuela",celebrity,115,2292586,male,0,,igifischer
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/S4N3E5J3M1KS51EI.jpg,@FasTake,1926,B.,2011-03-15T09:39:41,749977292,,"San Diego, CA",celebrity,109,229407,male,0,,fastake
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/GFGJWBM1WLIM0EB4.jpg,MichiganGoBlue,5923,,2011-03-16T17:08:07,,,"Ann Arbor, MI",brand,5923,2295370,none,0,,michigangoblue
5,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/TQNDXJSCPRCRGBCW.jpg,Tara,3849,H.,2011-03-16T09:13:05,502303355,,"Montreal, QC/Canada",celebrity,103,2307,female,4,,missrogue
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/XIAMQWXFMTOYYOYY.png,野菜のサブウェイ：野菜ラボの中の人,1093,s.,2011-03-15T14:13:02,,,"世田谷区, 東京都",celebrity,101,231268,female,0,,subwayjp
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/KQXFDN1XMGMAMLTF.jpg,Lauree,1447,S.,2011-03-14T04:36:10,,,"Woodland Hills, CA",celebrity,238,2312848,female,24,,
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/L1SZ2EQYRHQHRCQU.jpg,Mark DM,896,L.,2011-03-13T03:14:53,100000082721014,,"Flushing, NY",celebrity,124,2315614,male,3,,
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/A4X0MCMJZQKJGM1T.png,4sqmaps.com,5571,,2011-03-16T09:12:06,,,"New York, NY",celebrity,256,2318529,none,0,,4sqmaps
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/M4VWKHFBDA0LR321.jpg,Kritpong,948,S.,2011-03-14T13:03:26,1695821695,,"ลาดพร้าว, กรุงเทพมหานคร",celebrity,119,231932,male,12,,kritpong
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/EAKRUFO5IML0N0QA.jpg,Kidd,1374,L.,2011-03-16T07:11:47,5025013,,"Tampa, FL",celebrity,160,2324980,male,3,,vjkiddleow
7,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/PSRJ3YFS3ENNNNC0.jpg,Dave,209,K.,2011-03-14T10:13:15,874340397,,"Port Washington, New York ",celebrity,1001,232510,male,43,,davekerpen
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/VULNZ1SOUZW1W5SO.jpg,Welcome to Yorkshire,6457,,2011-03-16T16:36:38,,,"Leeds, UK",brand,6457,2327413,none,0,,welcome2yorks
0,http://foursquare.com/img/blank_boy.png,Duke Chronicle,5016,,2011-03-16T16:36:44,,,"Durham, NC",brand,5016,2331531,male,0,,dukechronicle
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/EV3V0XME3NAX4POL.png,Stephen,10485,O.,2011-03-16T12:59:54,,,"Niagara Falls, ON, Canada",celebrity,148,2332871,male,9,,stephenoravec
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4a6e2a9bed6ee.jpg,SkipAroundTown,701,,2011-03-16T18:36:32,1545981152,,"Austin, TX",celebrity,499,23336,male,10,,skiparoundtown
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/RSN2UPXIEWYFEBQ4.jpg,Prae,1427,P.,2011-03-14T19:57:00,781565003,,"Nonthaburi, Thailand",celebrity,109,2333828,female,14,,llws_pisa
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/FZQFSJX0JBDLN0H0.png,Rolling Stone,7829,,2011-03-16T18:43:28,,,"New York, NY",brand,7829,2334572,none,0,,
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/OKTU3GCLQZNRV1NY.jpg,Maria,1949,O.,2011-03-15T09:39:37,100001256508180,,"渋谷区, 東京都",celebrity,99,2336061,female,0,,ozawazone
5,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/1KGDAO2Z3WP50T4J.jpg,Christopher,1367,C.,2011-03-12T03:53:49,100000823421758,,"New York, NY",celebrity,106,23387,male,33,,pochit
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/JVKIAWBZRP3GYUQP.jpg,Flinders University,1638,,2011-03-16T16:56:44,,,"Adelaide, Australia",brand,1638,2342331,none,0,,flinders
13,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/5RHGVIUUFVJMIRIT.jpg,Rich,1566,W.,2011-03-16T07:06:03,1774376949,,"Springdale, Ark.",celebrity,94,23500,male,0,,hootwise
0,http://foursquare.com/img/blank_boy.png,The Journal News/LoHud.com,4447,,2011-03-16T16:46:30,,,"White Plains, NY",brand,4447,2351118,male,0,,lohud
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/5K1BY2JEJDHT4TOU.jpg,Visit San Antonio,914,,2011-03-16T19:08:15,,,"San Antonio, TX",brand,914,2352886,none,0,,visitsanantonio
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/RI4KIQAWF43RWRMY.jpg,Crunch Gym,6644,,2011-03-16T16:33:37,,,"New York, NY",brand,6644,2356962,male,0,,crunchgym
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/5Z030FPSCXJN3BWG.jpg,Gilt City,5603,,2011-03-16T18:44:14,100001230138687,,New York,brand,5603,2371486,none,0,,giltcity
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/W5KMCNCTBVMS1G2M.jpg,Kelly,5167,R.,2011-03-16T09:12:15,,,"Miami, FL",celebrity,100,2372148,female,0,,kellyrowland
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/PCEDONKRLMMLK0FZ.jpg,Mark,976,M.,2011-03-16T07:18:35,,,"Astoria, NY",celebrity,127,2372857,male,0,,
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/MBJH0NVNVYRHZ0S4.jpg,Laurentian,3514,,2011-03-16T18:32:40,,,"Sudbury, Canada",brand,3514,2373886,none,0,,laurentianu
10,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/WOR4G45RLTVIGHYJ.jpg,Thomas,1402,C.,2011-03-11T03:57:35,,,"Grand Chute, Wisconsin",celebrity,95,237467,male,31,,tommytrc
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/VK1L2NAPWE30SV2O.png,HealthWarehouse,2537,,2011-03-16T09:15:00,,,"Loveland, OH",celebrity,117,237662,male,2,,healthwarehouse
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/LTRMKAIATZ2PN2GN.jpg,Advertising Week,6988,,2011-03-16T19:08:05,,,"New York, NY",brand,6988,2380335,none,0,,advertisingweek
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/JEBEI3ZWJ53R2G2W.jpg,Explore Chicago,30011,,2011-03-16T18:40:41,,,"Chicago, IL",brand,30011,238086,female,0,,explorechicago
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/JDAHSAZVMBV15VQJ.jpg,Indy Bridal Boot Camps,2026,,2011-03-15T22:34:42,100000538251193,,"Indianapolis, IN",celebrity,133,2381420,male,0,,indyfitbrides
9,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/EWNN35FSWCC5EE0J.jpg,@why_myy,1043,,2011-03-09T17:00:44,1782213627,,"Brooklyn, NY",celebrity,214,2388284,male,12,,why_myy
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/IBOEWBZG11Z4ZSXS.png,Monoprix,2597,,2011-03-16T18:34:32,,,France,brand,2597,2389346,none,0,,_monoprix_
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/OTRP0TO20B4G5L5Q.jpg,Cornell College,3858,,2011-03-16T18:31:50,,,"Mt Vernon, IA",brand,3858,2391786,none,0,,cornellcollege
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/UDX1GUZZJXZRKX3M.jpg,People,76096,,2011-03-16T18:37:17,,,USA,brand,76096,2394891,female,0,,peoplemag
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/1RYF4QTUAWBKG4MC.jpg,Zevisit,1929,,2011-03-16T19:08:22,,,"Marseille, France",brand,1929,2404626,female,0,,zevisit
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/QVIBCAJNY2XOJIOJ.jpg,Berkeley College,2747,,2011-03-16T18:33:43,,,"New York, NY",brand,2747,2407305,none,0,,berkeleycollege
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/PM4X4I0HHZXREHDB.jpg,Dover Business College,2433,,2011-03-16T18:35:05,,,"Clifton, NJ",brand,2433,2407886,none,0,,dover_b_college
97,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/I5NGCT5IIHE1MUJ1.jpg,Luc ∞,2343,J.,2011-03-16T09:15:30,1189178402,,"Paris, France",celebrity,560,2408147,male,121,,4_5_h
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/LCIAT5KJVU5UQQV2.jpg,Rizki,6184,D.,2011-03-16T09:11:50,,,Jakarta Pusat,celebrity,232,2408978,male,2,,rizki_duren
8,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/V14KSVZWRWJI3PUX.jpg,!Zyang,967,C.,2011-03-16T07:18:49,,,Planet Earth,celebrity,106,2410258,male,11,,socially_cal
8,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/24109_1258667037226.jpg,88Nine RadioMilwaukee,1621,,2011-03-16T17:06:53,536061553,,"Milwaukee, WI",brand,1621,24109,male,0,,radiomilwaukee
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/D4OT0OJFNVBA4BXL.png,Luna Park Coney Island,1359,,2011-03-16T17:32:35,,,"Coney Island, NY",brand,1359,2413804,none,0,,lunaparkconeyis
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/KD0WDOESSFQQDGWP.jpg,Fred,943,C.,2011-03-11T01:08:05,687412649,,"Colleville-sur-mer, ",celebrity,122,242159,male,3,,conseilsmkg
5,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4a6c415bc03de.jpg,Paul,1780,B.,2011-03-15T09:41:58,658504602,,"Miami, FL",celebrity,165,24276,male,3,,paulbarron
8,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/M4KPGGDNOJGGIFT3.png,Leo,18032,L.,2011-03-16T15:32:52,100001269330931,,"Petaluma, CA",celebrity,75,24301,male,10,,leolaporte
10,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/FTRD3BBTF5YGUD4H.jpg,Glen,974,G.,2011-03-16T07:18:47,1396197510,,"Hamilton, NJ",celebrity,101,24306,male,4,,glengilmore
52,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/LKN4H32LY4CSZQLC.jpg,Aaron,125,L.,2011-03-14T13:02:44,501123796,,"Minneapolis, MN",celebrity,289,244,male,20,,s4xton
75,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/GNQKQ5OKD5GPPRQV.jpg,Max,1896,M.,2011-03-15T09:40:21,100000394032321,,Italy,celebrity,113,2441949,male,39,,max_miecchi
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4CUQKKITFRZKH0LP.jpg,Nima,1940,F.,2011-03-15T09:39:35,500045780,,"Berkeley, CA",celebrity,123,2451676,male,2,,nimafadavibeats
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4a6c88346df4d.jpg,Scott,3563,S.,2011-03-16T09:13:16,513824921,,"Oakville, Ontario",celebrity,88,24572,male,1,,unmarketing
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/5C1OUJZA1R0HIIOQ.jpg,The World Famous Z100,2755,,2011-03-16T09:14:16,,,The Tri-State,celebrity,100,2463645,female,0,,z100newyork
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/CDG3OTZJIVFPRIMD.gif,Frommer's,6601,,2011-03-16T19:09:52,,,"New York, NY",brand,6601,2464309,none,0,,
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/4a70822cee910.jpg,Kate,1328,G.,2011-03-14T03:15:09,9801369,,"Washington, DC",celebrity,207,24644,female,2,,kategardiner
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/OE1ICMYSURXEAQY2.jpg,Rice University,3470,,2011-03-16T18:33:00,,,"Houston, TX",brand,3470,2465098,none,0,,riceuniversity
2,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/GB3J4PIVJJTRS5FP.png,Aldy,994,N.,2011-03-16T07:18:03,,,"Banda Aceh, Indonesia",celebrity,119,2467483,male,16,,aldynovrian
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/K4DJZ0XVXJN3FDMQ.jpg,Chris,1674,B.,2011-03-14T15:24:42,674477068,,"Boston, MA",celebrity,101,2468,male,0,,
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/03HRUSBD2T4N2RCX.jpg,Keystone,2064,,2011-03-16T16:28:12,,,"Keystone, CO",brand,2064,2468206,none,0,,keystonemtn
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/XFEZZEYSRE3QYMKC.jpg,"Irma, Miho",1748,ゐ.,2011-03-13T10:19:55,,,日本,celebrity,117,2473469,female,130,,irm8
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/AD1AY32O5ZSYYHJZ.png,Cafe Coffee Day,1473,,2011-03-16T14:42:14,,,India,brand,1473,2475032,none,0,,cafecoffeeday
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/S2HHOHWNHB0DRZDL.jpg,Roy,61,H.,2011-03-12T17:21:08,,,"Indianapolis, IN",celebrity,0,2479782,male,0,,
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/XJRYX0XNP5ABHYG2.jpg,evradio,4364,,2011-03-16T16:46:39,,,"New York, NY",brand,4364,2480128,none,0,,evradio
6,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/ISH0DXG3KSEZPK1Y.jpg,Rick,3384,M.,2011-03-16T09:13:28,,,"Atlanta, GA",celebrity,151,248109,male,0,,rickm
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/NTROWVPANDVEARQG.png,Zippy's,2654,,2011-03-16T19:07:42,,,"Honolulu, HI",brand,2654,2482360,male,0,,zippys
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/JBK0ZQIZFOYEIX43.jpg,Arizona State University,15595,,2011-03-16T16:22:27,,,"Phoenix, AZ",brand,15595,2485038,none,0,,asu
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/EED21GOJV0QIPQQB.png,Crain's New York Business,6980,,2011-03-16T15:34:28,,,"New York, NY",brand,6980,2485302,none,0,,crainsnewyork
1,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/WNV0K05YN2YRA3AV.jpg,StayPuff,1233,,2011-03-13T15:40:25,100000952953102,,"Tampa, FL",celebrity,127,2489696,male,7,,iamstaypuff
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/GXM0ADRGBRG5CVK3.png,Nuok,2315,,2011-03-16T19:08:22,679005592,,"New York, NY",brand,2315,2496522,female,0,,nuok
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/K2O131DGAPBJ1S2V.jpg,@Lynhurst,2652,,2011-03-16T09:14:32,,,"Minneapolis, MN",celebrity,156,2500423,none,0,,lynhurst
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/5E42J13LIW5O4X5O.jpg,Epicurious,10097,,2011-03-16T19:09:08,,,"New York, NY",brand,10097,2502541,female,0,,epicurious
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/5R0G1HBDEB2JQEQR.jpg,Danilo,993,G.,2011-03-15T07:45:30,1258694436,,"Osasco, Brasil",celebrity,110,2504854,male,9,,daniloguedes
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/FC50Q1D5KYO3X3NY.png,Topguest,9802,,2011-03-16T19:09:30,,,"New York, NY",brand,9802,2516801,female,0,,topguest
0,http://playfoursquare.s3.amazonaws.com/userpix_thumbs/RUJXE23ZI1C2M5QY.jpg,The University of Toledo,2541,,2011-03-16T18:34:36,,,"Toledo, Ohio",brand,2541,2517939,none,0,,utoledo
